UserId,recency,frequency,monetary_value,r_quartile,f_quartile,m_quartile,RFMScore,score,tier
289149.0,0,286,22991.04,1,1,1,111,3,Gold
289191.0,3349,240,21836.879999999997,3,1,1,311,5,Silver
289212.0,3318,354,9393.54,2,1,2,212,5,Silver
289254.0,3366,44,2862.3599999999997,3,3,3,333,9,Bronze
289317.0,3285,438,213571.38,1,1,1,111,3,Gold
289338.0,3388,18,1481.82,3,4,4,344,11,Bronze
289380.0,3292,114,2986.5,1,2,3,123,6,Silver
289401.0,3535,34,1059.5400000000002,4,4,4,444,12,Bronze
289422.0,3297,230,7562.94,1,1,2,112,4,Gold
289464.0,3294,62,20460.96,1,3,1,131,5,Silver
289506.0,0,14,1912.08,1,4,4,144,9,Bronze
289527.0,3360,62,2571.5999999999995,3,3,3,333,9,Bronze
289590.0,3289,90,2915.2799999999997,1,2,3,123,6,Silver
289611.0,3328,34,8715.839999999998,2,4,2,242,8,Silver
289632.0,3351,26,1623.2999999999997,3,4,4,344,11,Bronze
289758.0,3286,878,301747.74,1,1,1,111,3,Gold
289779.0,3401,78,5716.799999999998,3,3,2,332,8,Silver
289800.0,3594,66,4633.5599999999995,4,3,3,433,10,Bronze
289821.0,3351,46,2694.6,3,3,3,333,9,Bronze
289842.0,3423,132,32428.68,3,2,1,321,6,Silver
289863.0,3540,34,2298.72,4,4,4,444,12,Bronze
289884.0,3315,274,21874.260000000002,2,1,1,211,4,Gold
289905.0,3337,26,7724.879999999999,3,4,2,342,9,Bronze
289926.0,3348,20,2125.56,3,4,4,344,11,Bronze
289947.0,0,14,933.24,1,4,4,144,9,Bronze
289968.0,3290,152,14498.4,1,2,1,121,4,Gold
289989.0,3590,24,1285.26,4,4,4,444,12,Bronze
290010.0,3313,72,7458.12,2,3,2,232,7,Silver
290031.0,3468,28,4901.580000000002,4,4,3,443,11,Bronze
290052.0,3327,72,4474.44,2,3,3,233,8,Silver
290073.0,3324,142,11220.54,2,2,2,222,6,Silver
290094.0,3341,116,12960.119999999999,3,2,2,322,7,Silver
290115.0,3307,354,33321.659999999996,2,1,1,211,4,Gold
290136.0,3308,66,4604.16,2,3,3,233,8,Silver
290157.0,3314,48,3176.88,2,3,3,233,8,Silver
290199.0,3586,72,9463.8,4,3,2,432,9,Bronze
290241.0,3429,118,3197.8799999999983,4,2,3,423,9,Bronze
290262.0,3290,192,5247.419999999999,1,2,3,123,6,Silver
290283.0,3303,80,7935.299999999999,2,3,2,232,7,Silver
290304.0,3317,92,14090.699999999999,2,2,1,221,5,Silver
290346.0,3443,24,1447.98,4,4,4,444,12,Bronze
290367.0,3342,186,3416.94,3,2,3,323,8,Silver
290388.0,3307,30,1747.6800000000003,2,4,4,244,10,Bronze
290409.0,3644,2,-844.5600000000001,4,4,4,444,12,Bronze
290451.0,3301,148,18254.82,1,2,1,121,4,Gold
290472.0,3302,8,339.96,2,4,4,244,10,Bronze
290493.0,3444,58,3190.4400000000005,4,3,3,433,10,Bronze
290535.0,3310,110,6923.999999999999,2,2,2,222,6,Silver
290577.0,3496,38,2251.4399999999996,4,3,4,434,11,Bronze
290598.0,3290,348,5738.1,1,1,2,112,4,Gold
290661.0,3537,2,708.0,4,4,4,444,12,Bronze
290682.0,3343,412,28089.9,3,1,1,311,5,Silver
290724.0,3296,40,3001.44,1,3,3,133,7,Silver
290745.0,3349,18,2596.08,3,4,3,343,10,Bronze
290766.0,3309,116,7029.719999999999,2,2,2,222,6,Silver
290808.0,3377,10,10572.0,3,4,2,342,9,Bronze
290829.0,3336,202,12764.279999999999,3,2,2,322,7,Silver
290850.0,3373,188,13170.299999999996,3,2,2,322,7,Silver
290871.0,3380,162,22011.6,3,2,1,321,6,Silver
290913.0,3293,48,8762.880000000001,1,3,2,132,6,Silver
290934.0,3293,228,66525.72,1,1,1,111,3,Gold
290976.0,3453,34,3025.2000000000003,4,4,3,443,11,Bronze
291018.0,3342,22,1791.8400000000001,3,4,4,344,11,Bronze
291039.0,3611,56,1668.48,4,3,4,434,11,Bronze
291060.0,3286,154,10288.8,1,2,2,122,5,Silver
291102.0,3303,284,18154.98,2,1,1,211,4,Gold
291123.0,3530,44,2486.0399999999995,4,3,3,433,10,Bronze
291165.0,3343,60,4160.22,3,3,3,333,9,Bronze
291186.0,3359,14,1208.04,3,4,4,344,11,Bronze
291207.0,3316,122,8422.5,2,2,2,222,6,Silver
291228.0,3292,66,26535.120000000003,1,3,1,131,5,Silver
291249.0,3408,614,25755.78,3,1,1,311,5,Silver
291270.0,3287,236,22809.84,1,1,1,111,3,Gold
291291.0,3307,676,52996.31999999999,2,1,1,211,4,Gold
291333.0,3404,48,3165.6,3,3,3,333,9,Bronze
291354.0,3643,36,4479.96,4,3,3,433,10,Bronze
291375.0,3338,208,14833.679999999998,3,1,1,311,5,Silver
291396.0,3348,14,1017.0,3,4,4,344,11,Bronze
291417.0,3371,6,974.1599999999999,3,4,4,344,11,Bronze
291438.0,3339,72,10628.82,3,3,2,332,8,Silver
291480.0,0,330,26725.019999999997,1,1,1,111,3,Gold
291501.0,3288,360,140963.52,1,1,1,111,3,Gold
291522.0,3287,132,9398.759999999998,1,2,2,122,5,Silver
291543.0,3286,310,21064.44,1,1,1,111,3,Gold
291564.0,3292,120,6477.84,1,2,2,122,5,Silver
291585.0,3474,56,4201.86,4,3,3,433,10,Bronze
291606.0,3356,32,2020.56,3,4,4,344,11,Bronze
291627.0,3489,38,2899.1399999999994,4,3,3,433,10,Bronze
291648.0,3404,80,5023.92,3,3,3,333,9,Bronze
291669.0,3377,30,3455.6400000000003,3,4,3,343,10,Bronze
291690.0,3286,228,15437.400000000001,1,1,1,111,3,Gold
291732.0,3311,54,5279.039999999999,2,3,3,233,8,Silver
291753.0,3582,42,6803.52,4,3,2,432,9,Bronze
291774.0,3307,60,4449.6,2,3,3,233,8,Silver
291795.0,3306,238,21470.58,2,1,1,211,4,Gold
291837.0,3335,34,2582.2800000000007,3,4,3,343,10,Bronze
291858.0,3610,24,1296.6,4,4,4,444,12,Bronze
291879.0,3301,38,3223.2,1,3,3,133,7,Silver
291900.0,3468,86,6147.659999999999,4,2,2,422,8,Silver
291921.0,3357,298,23797.44,3,1,1,311,5,Silver
291984.0,3322,52,2760.9599999999996,2,3,3,233,8,Silver
292068.0,3364,252,19476.12,3,1,1,311,5,Silver
292131.0,3342,296,21453.36,3,1,1,311,5,Silver
292194.0,3288,68,5097.3,1,3,3,133,7,Silver
292257.0,3334,36,2261.28,2,3,4,234,9,Bronze
292278.0,3334,60,10073.28,2,3,2,232,7,Silver
292299.0,3338,66,2904.24,3,3,3,333,9,Bronze
292362.0,3636,14,1428.72,4,4,4,444,12,Bronze
292383.0,3338,40,2911.8,3,3,3,333,9,Bronze
292404.0,3286,274,13975.14,1,1,1,111,3,Gold
292425.0,3321,90,5114.5199999999995,2,2,3,223,7,Silver
292446.0,3308,22,1856.88,2,4,4,244,10,Bronze
292467.0,3359,42,2895.48,3,3,3,333,9,Bronze
292488.0,3295,54,3852.6000000000004,1,3,3,133,7,Silver
292509.0,3454,20,6652.799999999999,4,4,2,442,10,Bronze
292530.0,3342,34,2798.7599999999998,3,4,3,343,10,Bronze
292551.0,3370,118,10213.08,3,2,2,322,7,Silver
292572.0,3579,32,2546.88,4,4,3,443,11,Bronze
292593.0,3394,46,5048.039999999999,3,3,3,333,9,Bronze
292614.0,3548,62,7648.080000000001,4,3,2,432,9,Bronze
292656.0,3456,54,3002.4,4,3,3,433,10,Bronze
292677.0,3454,18,1319.0399999999997,4,4,4,444,12,Bronze
292698.0,3320,14,595.4399999999999,2,4,4,244,10,Bronze
292719.0,3308,92,4639.98,2,2,3,223,7,Silver
292740.0,3302,98,6962.76,2,2,2,222,6,Silver
292761.0,3306,94,40748.28,2,2,1,221,5,Silver
292866.0,3364,22,4655.76,3,4,3,343,10,Bronze
292887.0,3350,10,751.2,3,4,4,344,11,Bronze
292908.0,3645,6,846.72,4,4,4,444,12,Bronze
292929.0,3287,320,20170.08,1,1,1,111,3,Gold
292950.0,3296,72,6040.08,1,3,2,132,6,Silver
292971.0,3461,78,5601.36,4,3,2,432,9,Bronze
292992.0,3496,276,26929.259999999995,4,1,1,411,6,Silver
293013.0,3292,40,29191.199999999997,1,3,1,131,5,Silver
293034.0,3286,60,3140.22,1,3,3,133,7,Silver
293055.0,3439,66,2679.54,4,3,3,433,10,Bronze
293076.0,3290,304,8513.7,1,1,2,112,4,Gold
293118.0,3657,10,-848.8800000000001,4,4,4,444,12,Bronze
293139.0,3364,184,4962.780000000001,3,2,3,323,8,Silver
293160.0,3306,24,1912.3200000000002,2,4,4,244,10,Bronze
293202.0,3306,22,1405.56,2,4,4,244,10,Bronze
293223.0,0,70,5514.179999999999,1,3,2,132,6,Silver
293307.0,3430,4,669.6,4,4,4,444,12,Bronze
293349.0,3292,1266,74558.28,1,1,1,111,3,Gold
293391.0,3293,316,22437.96,1,1,1,111,3,Gold
293412.0,3355,30,1582.5000000000002,3,4,4,344,11,Bronze
293433.0,3572,22,2194.8,4,4,4,444,12,Bronze
293454.0,3334,56,3433.7999999999997,2,3,3,233,8,Silver
293475.0,3316,680,20779.98,2,1,1,211,4,Gold
293496.0,3491,20,2967.5999999999995,4,4,3,443,11,Bronze
293538.0,3299,30,1636.92,1,4,4,144,9,Bronze
293559.0,3358,108,7220.039999999999,3,2,2,322,7,Silver
293580.0,3345,22,1665.96,3,4,4,344,11,Bronze
293622.0,3324,230,15443.099999999999,2,1,1,211,4,Gold
293643.0,3314,224,21482.58,2,1,1,211,4,Gold
293664.0,3311,34,4051.44,2,4,3,243,9,Bronze
293685.0,3289,706,58279.439999999995,1,1,1,111,3,Gold
293706.0,3302,26,2657.7599999999998,2,4,3,243,9,Bronze
293748.0,3304,478,34039.31999999999,2,1,1,211,4,Gold
293769.0,3350,82,10520.76,3,3,2,332,8,Silver
293790.0,3498,32,2582.2799999999997,4,4,3,443,11,Bronze
293811.0,3297,172,7069.439999999999,1,2,2,122,5,Silver
293832.0,3315,10,637.9199999999998,2,4,4,244,10,Bronze
293853.0,3317,250,28263.6,2,1,1,211,4,Gold
293874.0,3288,310,19186.68,1,1,1,111,3,Gold
293895.0,3300,174,11474.64,1,2,2,122,5,Silver
293979.0,3295,424,32082.72,1,1,1,111,3,Gold
294000.0,3491,32,5271.48,4,4,3,443,11,Bronze
294021.0,3330,80,16857.9,2,3,1,231,6,Silver
294042.0,3419,94,4414.319999999999,3,2,3,323,8,Silver
294084.0,3328,342,38022.6,2,1,1,211,4,Gold
294105.0,3294,168,23842.44,1,2,1,121,4,Gold
294126.0,3400,60,7990.199999999998,3,3,2,332,8,Silver
294189.0,3483,88,5690.58,4,2,2,422,8,Silver
294252.0,3562,22,2729.7599999999993,4,4,3,443,11,Bronze
294273.0,3395,68,3931.08,3,3,3,333,9,Bronze
294294.0,3362,78,4216.68,3,3,3,333,9,Bronze
294315.0,3337,40,7610.4,3,3,2,332,8,Silver
294336.0,3439,324,35906.04,4,1,1,411,6,Silver
294399.0,3331,136,11613.84,2,2,2,222,6,Silver
294420.0,3301,78,5336.28,1,3,3,133,7,Silver
294441.0,3440,44,5237.279999999998,4,3,3,433,10,Bronze
294462.0,3510,56,3654.12,4,3,3,433,10,Bronze
294483.0,3292,62,4846.08,1,3,3,133,7,Silver
294504.0,3406,32,2719.08,3,4,3,343,10,Bronze
294567.0,3345,12,871.1999999999998,3,4,4,344,11,Bronze
294609.0,3348,30,3878.7599999999998,3,4,3,343,10,Bronze
294630.0,3303,486,19574.58,2,1,1,211,4,Gold
294651.0,3292,516,121378.26000000001,1,1,1,111,3,Gold
294672.0,3287,304,24323.219999999998,1,1,1,111,3,Gold
294714.0,3307,184,4249.86,2,2,3,223,7,Silver
294735.0,3313,132,11850.66,2,2,2,222,6,Silver
294756.0,3569,76,5196.899999999999,4,3,3,433,10,Bronze
294777.0,3461,56,1220.6999999999998,4,3,4,434,11,Bronze
294798.0,3363,186,12897.479999999998,3,2,2,322,7,Silver
294819.0,3318,12,1263.6,2,4,4,244,10,Bronze
294840.0,3325,482,29375.1,2,1,1,211,4,Gold
294861.0,3551,42,1173.54,4,3,4,434,11,Bronze
294924.0,3311,418,5414.28,2,1,2,212,5,Silver
294945.0,3394,12,13748.160000000002,3,4,1,341,8,Silver
294966.0,3569,28,1295.1,4,4,4,444,12,Bronze
294987.0,3293,68,10691.4,1,3,2,132,6,Silver
295008.0,3562,176,3112.2,4,2,3,423,9,Bronze
295029.0,3301,1010,46782.78,1,1,1,111,3,Gold
295050.0,3316,108,6200.279999999999,2,2,2,222,6,Silver
295071.0,3285,430,128305.79999999999,1,1,1,111,3,Gold
295092.0,3304,112,1868.8200000000002,2,2,4,224,8,Silver
295113.0,3409,8,2163.0,3,4,4,344,11,Bronze
295134.0,3350,12,766.7999999999998,3,4,4,344,11,Bronze
295155.0,3391,20,6014.639999999999,3,4,2,342,9,Bronze
295176.0,3286,2256,67370.28,1,1,1,111,3,Gold
295197.0,3308,582,51043.56,2,1,1,211,4,Gold
295239.0,3551,16,1524.96,4,4,4,444,12,Bronze
295260.0,3289,406,50922.600000000006,1,1,1,111,3,Gold
295302.0,3294,222,86831.45999999999,1,1,1,111,3,Gold
295344.0,3314,164,9874.199999999997,2,2,2,222,6,Silver
295386.0,3551,14,1264.32,4,4,4,444,12,Bronze
295407.0,3348,104,3109.8,3,2,3,323,8,Silver
295428.0,3605,48,2204.3999999999996,4,3,4,434,11,Bronze
295491.0,3288,666,10851.48,1,1,2,112,4,Gold
295533.0,3306,28,1161.4799999999998,2,4,4,244,10,Bronze
295575.0,3289,86,7821.360000000001,1,2,2,122,5,Silver
295596.0,3414,92,1016.58,3,2,4,324,9,Bronze
295617.0,3325,84,4147.0199999999995,2,3,3,233,8,Silver
295638.0,3386,130,8700.0,3,2,2,322,7,Silver
295659.0,3409,24,3109.9799999999996,3,4,3,343,10,Bronze
295680.0,3317,8,379.43999999999994,2,4,4,244,10,Bronze
295701.0,3552,312,7503.66,4,1,2,412,7,Silver
295722.0,3649,58,1512.3000000000002,4,3,4,434,11,Bronze
295743.0,3289,362,8449.38,1,1,2,112,4,Gold
295785.0,3287,902,36796.14,1,1,1,111,3,Gold
295827.0,3287,140,1511.1000000000001,1,2,4,124,7,Silver
295848.0,3295,1180,417817.62,1,1,1,111,3,Gold
295869.0,3341,28,1337.2199999999998,3,4,4,344,11,Bronze
295890.0,3609,2,635.04,4,4,4,444,12,Bronze
295932.0,3292,434,33704.64,1,1,1,111,3,Gold
295953.0,3297,210,3676.3199999999997,1,1,3,113,5,Silver
296016.0,3289,10256,473446.07999999996,1,1,1,111,3,Gold
296058.0,3321,42,1221.6599999999996,2,3,4,234,9,Bronze
296079.0,3301,504,25671.42,1,1,1,111,3,Gold
296100.0,3422,52,1616.46,3,3,4,334,10,Bronze
296121.0,3358,70,49668.95999999999,3,3,1,331,7,Silver
296142.0,3290,168,10920.359999999999,1,2,2,122,5,Silver
296184.0,3439,42,1791.5399999999995,4,3,4,434,11,Bronze
296205.0,3370,152,10452.119999999999,3,2,2,322,7,Silver
296247.0,3336,248,22310.04,3,1,1,311,5,Silver
296268.0,3315,70,4929.66,2,3,3,233,8,Silver
296289.0,3308,28,665.52,2,4,4,244,10,Bronze
296310.0,3288,314,47008.08,1,1,1,111,3,Gold
296331.0,3299,22,5712.4800000000005,1,4,2,142,7,Silver
296352.0,3307,346,23023.199999999997,2,1,1,211,4,Gold
296373.0,3288,80,11426.400000000001,1,3,2,132,6,Silver
296394.0,3558,30,3204.8999999999996,4,4,3,443,11,Bronze
296436.0,3304,144,11467.68,2,2,2,222,6,Silver
296457.0,3428,6,747.3599999999999,4,4,4,444,12,Bronze
296499.0,3639,2,-164.88,4,4,4,444,12,Bronze
296541.0,3288,322,22756.440000000002,1,1,1,111,3,Gold
296604.0,3369,10,3543.7200000000003,3,4,3,343,10,Bronze
296625.0,3295,334,22733.82,1,1,1,111,3,Gold
296646.0,3292,32,5347.799999999999,1,4,3,143,8,Silver
296667.0,3407,88,5888.28,3,2,2,322,7,Silver
296688.0,3345,92,5292.54,3,2,3,323,8,Silver
296709.0,3286,104,9322.560000000001,1,2,2,122,5,Silver
296730.0,3604,134,4016.16,4,2,3,423,9,Bronze
296772.0,3287,402,29732.760000000002,1,1,1,111,3,Gold
296793.0,3414,60,4899.899999999999,3,3,3,333,9,Bronze
296835.0,0,268,38932.08,1,1,1,111,3,Gold
296898.0,3286,94,8147.4,1,2,2,122,5,Silver
296919.0,3331,52,3455.52,2,3,3,233,8,Silver
296940.0,3288,134,7639.5599999999995,1,2,2,122,5,Silver
296961.0,3287,92,7289.400000000001,1,2,2,122,5,Silver
296982.0,3658,44,2589.7200000000007,4,3,3,433,10,Bronze
297003.0,3418,14,959.3999999999999,3,4,4,344,11,Bronze
297045.0,3331,24,26101.440000000002,2,4,1,241,7,Silver
297066.0,3293,490,24470.640000000003,1,1,1,111,3,Gold
297087.0,3334,12,3879.84,2,4,3,243,9,Bronze
297108.0,3518,6,1302.24,4,4,4,444,12,Bronze
297129.0,3497,80,2152.56,4,3,4,434,11,Bronze
297150.0,3320,52,5469.48,2,3,2,232,7,Silver
297192.0,3360,100,5076.839999999999,3,2,3,323,8,Silver
297234.0,3524,104,11152.8,4,2,2,422,8,Silver
297255.0,3551,12,984.6,4,4,4,444,12,Bronze
297276.0,3294,2840,940564.98,1,1,1,111,3,Gold
297297.0,3304,98,3321.42,2,2,3,223,7,Silver
297318.0,3325,82,4226.76,2,3,3,233,8,Silver
297339.0,3304,2424,38864.03999999999,2,1,1,211,4,Gold
297381.0,3500,216,9210.0,4,1,2,412,7,Silver
297402.0,3458,50,2402.1,4,3,4,434,11,Bronze
297423.0,3372,104,20285.04,3,2,1,321,6,Silver
297444.0,3355,58,13552.38,3,3,1,331,7,Silver
297465.0,3560,50,1015.8599999999999,4,3,4,434,11,Bronze
297507.0,3324,104,4764.18,2,2,3,223,7,Silver
297591.0,3383,116,3017.2799999999993,3,2,3,323,8,Silver
297633.0,3295,58,3737.5799999999995,1,3,3,133,7,Silver
297654.0,3318,52,1116.3,2,3,4,234,9,Bronze
297675.0,3336,328,25769.940000000002,3,1,1,311,5,Silver
297696.0,0,64,4759.74,1,3,3,133,7,Silver
297717.0,3369,86,4598.82,3,2,3,323,8,Silver
297738.0,3293,654,13461.42,1,1,1,111,3,Gold
297759.0,3325,330,5971.5,2,1,2,212,5,Silver
297780.0,3295,496,38454.0,1,1,1,111,3,Gold
297864.0,3351,48,3754.6799999999994,3,3,3,333,9,Bronze
297885.0,3616,6,1636.7399999999998,4,4,4,444,12,Bronze
297948.0,3293,142,16756.92,1,2,1,121,4,Gold
297969.0,3287,554,38240.94,1,1,1,111,3,Gold
298011.0,3286,526,38733.24,1,1,1,111,3,Gold
298053.0,3352,84,7081.319999999999,3,3,2,332,8,Silver
298074.0,3289,1208,93055.73999999999,1,1,1,111,3,Gold
298095.0,3486,16,7982.159999999999,4,4,2,442,10,Bronze
298116.0,3391,12,2780.52,3,4,3,343,10,Bronze
298158.0,3289,88,5502.78,1,2,2,122,5,Silver
298179.0,3503,4,1536.48,4,4,4,444,12,Bronze
298221.0,3345,78,5719.079999999998,3,3,2,332,8,Silver
298284.0,3287,88,1335.6,1,2,4,124,7,Silver
298305.0,3295,78,1813.2000000000003,1,3,4,134,8,Silver
298326.0,3524,42,2561.4,4,3,3,433,10,Bronze
298368.0,3379,20,1258.44,3,4,4,344,11,Bronze
298389.0,3295,176,17133.84,1,2,1,121,4,Gold
298410.0,3376,206,15762.84,3,1,1,311,5,Silver
298431.0,3338,236,18324.6,3,1,1,311,5,Silver
298452.0,3374,18,8898.72,3,4,2,342,9,Bronze
298473.0,3656,10,-9876.960000000001,4,4,4,444,12,Bronze
298494.0,3315,140,8303.64,2,2,2,222,6,Silver
298515.0,3296,218,14763.239999999998,1,1,1,111,3,Gold
298536.0,3288,118,15248.640000000001,1,2,1,121,4,Gold
298557.0,3286,214,15967.619999999999,1,1,1,111,3,Gold
298578.0,3327,24,1408.4399999999998,2,4,4,244,10,Bronze
298599.0,3289,14,747.0,1,4,4,144,9,Bronze
298620.0,3532,42,5248.2,4,3,3,433,10,Bronze
298641.0,3327,388,28440.9,2,1,1,211,4,Gold
298662.0,3462,82,5672.28,4,3,2,432,9,Bronze
298683.0,3377,122,8094.48,3,2,2,322,7,Silver
298704.0,3395,236,8711.220000000001,3,1,2,312,6,Silver
298746.0,3313,146,18279.84,2,2,1,221,5,Silver
298767.0,3311,366,27520.559999999998,2,1,1,211,4,Gold
298809.0,3336,86,12031.02,3,2,2,322,7,Silver
298851.0,3464,108,6820.919999999998,4,2,2,422,8,Silver
298872.0,3316,236,16969.68,2,1,1,211,4,Gold
298893.0,3328,72,12014.52,2,3,2,232,7,Silver
298914.0,3307,318,6442.379999999999,2,1,2,212,5,Silver
298935.0,3295,160,25691.64,1,2,1,121,4,Gold
298956.0,3365,30,4071.8399999999997,3,4,3,343,10,Bronze
298977.0,3658,18,1334.7600000000002,4,4,4,444,12,Bronze
298998.0,3611,16,1219.08,4,4,4,444,12,Bronze
299019.0,3328,232,19277.34,2,1,1,211,4,Gold
299040.0,3315,84,7387.319999999999,2,3,2,232,7,Silver
299061.0,3468,20,1771.9199999999998,4,4,4,444,12,Bronze
299082.0,3519,32,2328.0,4,4,4,444,12,Bronze
299103.0,3293,296,21035.760000000002,1,1,1,111,3,Gold
299145.0,3461,224,13922.22,4,1,1,411,6,Silver
299166.0,3395,150,12227.64,3,2,2,322,7,Silver
299187.0,3563,40,1134.18,4,3,4,434,11,Bronze
299208.0,3603,16,2507.04,4,4,3,443,11,Bronze
299250.0,3292,222,15795.12,1,1,1,111,3,Gold
299271.0,3286,156,23889.36,1,2,1,121,4,Gold
299376.0,3539,108,7753.799999999999,4,2,2,422,8,Silver
299397.0,3336,214,25611.12,3,1,1,311,5,Silver
299418.0,3294,224,104910.84,1,1,1,111,3,Gold
299439.0,3426,10,995.0399999999998,4,4,4,444,12,Bronze
299481.0,3335,104,9647.579999999998,3,2,2,322,7,Silver
299502.0,3293,286,21728.159999999996,1,1,1,111,3,Gold
299544.0,3439,38,2648.04,4,3,3,433,10,Bronze
299565.0,3394,62,4395.0,3,3,3,333,9,Bronze
299607.0,3435,132,10606.8,4,2,2,422,8,Silver
299670.0,3616,58,4085.2200000000003,4,3,3,433,10,Bronze
299691.0,3510,20,931.6799999999998,4,4,4,444,12,Bronze
299712.0,3358,66,3642.78,3,3,3,333,9,Bronze
299733.0,3336,58,4648.439999999999,3,3,3,333,9,Bronze
299796.0,3373,150,8462.82,3,2,2,322,7,Silver
299817.0,3300,456,32818.92,1,1,1,111,3,Gold
299880.0,3481,16,1110.8400000000001,4,4,4,444,12,Bronze
299922.0,0,312,30990.239999999998,1,1,1,111,3,Gold
299964.0,3315,68,4795.559999999999,2,3,3,233,8,Silver
299985.0,3306,54,15828.24,2,3,1,231,6,Silver
300006.0,3308,570,38144.28,2,1,1,211,4,Gold
300027.0,3293,22,1259.04,1,4,4,144,9,Bronze
300048.0,3497,34,3434.16,4,4,3,443,11,Bronze
300069.0,3293,94,7554.960000000001,1,2,2,122,5,Silver
300090.0,3296,206,19130.76,1,1,1,111,3,Gold
300111.0,3286,476,32126.28,1,1,1,111,3,Gold
300132.0,3292,216,39968.22,1,1,1,111,3,Gold
300153.0,3288,122,8678.099999999999,1,2,2,122,5,Silver
300195.0,3325,14,1282.1399999999999,2,4,4,244,10,Bronze
300237.0,3302,128,10661.16,2,2,2,222,6,Silver
300258.0,3288,3280,422757.72,1,1,1,111,3,Gold
300279.0,3293,324,23694.059999999998,1,1,1,111,3,Gold
300300.0,3303,6,358.55999999999995,2,4,4,244,10,Bronze
300321.0,3392,32,5251.32,3,4,3,343,10,Bronze
300384.0,3507,54,1633.1999999999996,4,3,4,434,11,Bronze
300405.0,3356,220,14967.719999999998,3,1,1,311,5,Silver
300426.0,3336,70,17273.940000000002,3,3,1,331,7,Silver
300447.0,3373,360,24860.28,3,1,1,311,5,Silver
300489.0,3293,246,19263.9,1,1,1,111,3,Gold
300531.0,3510,54,1906.1999999999998,4,3,4,434,11,Bronze
300552.0,3331,174,13375.32,2,2,2,222,6,Silver
300594.0,3391,16,1002.96,3,4,4,344,11,Bronze
300615.0,3306,208,20378.22,2,1,1,211,4,Gold
300657.0,3349,48,4218.78,3,3,3,333,9,Bronze
300720.0,3491,84,2847.06,4,3,3,433,10,Bronze
300741.0,3295,246,12737.7,1,1,2,112,4,Gold
300783.0,3399,82,4764.78,3,3,3,333,9,Bronze
300846.0,3519,18,1384.1999999999998,4,4,4,444,12,Bronze
300867.0,3448,24,2585.76,4,4,3,443,11,Bronze
300909.0,3293,538,40907.399999999994,1,1,1,111,3,Gold
300951.0,3409,56,3837.72,3,3,3,333,9,Bronze
300972.0,3307,52,7182.720000000001,2,3,2,232,7,Silver
300993.0,3349,38,2911.08,3,3,3,333,9,Bronze
301014.0,3301,326,21080.700000000004,1,1,1,111,3,Gold
301035.0,3301,126,3881.5199999999995,1,2,3,123,6,Silver
301056.0,3301,180,13420.02,1,2,1,121,4,Gold
301098.0,3443,68,4600.319999999999,4,3,3,433,10,Bronze
301119.0,3519,36,2404.86,4,3,4,434,11,Bronze
301140.0,3503,12,1117.1999999999998,4,4,4,444,12,Bronze
301161.0,3330,260,17979.42,2,1,1,211,4,Gold
301182.0,3306,48,5040.36,2,3,3,233,8,Silver
301224.0,0,142,7384.08,1,2,2,122,5,Silver
301245.0,3323,12,903.4799999999998,2,4,4,244,10,Bronze
301266.0,3405,120,8478.6,3,2,2,322,7,Silver
301308.0,3545,36,3396.120000000001,4,3,3,433,10,Bronze
301329.0,3295,62,1108.3799999999999,1,3,4,134,8,Silver
301350.0,3555,42,2148.84,4,3,4,434,11,Bronze
301371.0,3449,2,422.64,4,4,4,444,12,Bronze
301392.0,3442,94,8952.0,4,2,2,422,8,Silver
301413.0,3500,12,752.4000000000001,4,4,4,444,12,Bronze
301434.0,3290,18,1359.7200000000003,1,4,4,144,9,Bronze
301455.0,3650,22,1447.08,4,4,4,444,12,Bronze
301476.0,3345,76,5530.319999999999,3,3,2,332,8,Silver
301497.0,3328,82,1874.8799999999999,2,3,4,234,9,Bronze
301539.0,3304,116,7321.139999999999,2,2,2,222,6,Silver
301560.0,3316,236,17649.84,2,1,1,211,4,Gold
301602.0,3307,82,1337.4000000000003,2,3,4,234,9,Bronze
301644.0,3393,138,30865.920000000006,3,2,1,321,6,Silver
301707.0,3293,1066,76060.26000000001,1,1,1,111,3,Gold
301728.0,3604,16,1284.48,4,4,4,444,12,Bronze
301791.0,3580,8,833.88,4,4,4,444,12,Bronze
301833.0,3643,8,634.56,4,4,4,444,12,Bronze
301875.0,3470,150,2140.86,4,2,4,424,10,Bronze
301917.0,3476,22,5116.679999999999,4,4,3,443,11,Bronze
301959.0,3329,92,2887.62,2,2,3,223,7,Silver
302001.0,3337,112,1683.06,3,2,4,324,9,Bronze
302022.0,3311,262,5216.4,2,1,3,213,6,Silver
302043.0,3323,118,10357.679999999997,2,2,2,222,6,Silver
302085.0,3294,28,1678.8,1,4,4,144,9,Bronze
302106.0,3581,14,1181.1599999999999,4,4,4,444,12,Bronze
302127.0,3317,280,14685.06,2,1,1,211,4,Gold
302148.0,3293,382,26335.439999999995,1,1,1,111,3,Gold
302169.0,3293,124,8302.38,1,2,2,122,5,Silver
302190.0,3295,582,38101.74,1,1,1,111,3,Gold
302253.0,3503,10,562.9200000000001,4,4,4,444,12,Bronze
302295.0,3287,706,28795.32,1,1,1,111,3,Gold
302316.0,3350,146,4049.3399999999992,3,2,3,323,8,Silver
302337.0,3285,190,21236.7,1,2,1,121,4,Gold
